id,time,class,var1,var2,var3,var4,var5,var6
44,12,3,-1,-1,63,-2,-1,0
44,13,3,-1,-1,63,-2,-1,0
44,14,3,-1,-1,64,-2,0,0
44,15,3,-1,-1,64,-3,-1,0
45,1,3,1,-3,62,-1,2,0
45,2,3,-1,0,51,-3,-2,-1
45,3,3,1,0,70,-5,1,-1
45,4,3,-1,0,63,-7,-2,-1
45,5,3,0,1,63,-6,-2,-1
45,6,3,1,-4,66,1,-1,0
45,7,3,2,1,66,-5,0,0
45,8,3,-3,2,59,-7,-4,0
45,9,3,-1,0,61,-4,-3,-1
45,10,3,-2,0,63,-5,-6,1
45,11,3,-1,-1,60,-3,-5,0
45,12,3,1,-4,59,0,1,0
45,13,3,-1,-3,51,-1,-4,0
45,14,3,0,-3,69,-3,1,0
45,15,3,-2,2,60,-10,-5,0
46,1,3,0,-1,69,-4,2,-1
46,2,3,-3,4,60,-12,-4,0
46,3,3,0,0,69,-5,-1,0
46,4,3,-1,3,67,-11,-2,1
46,5,3,-2,2,61,-9,-5,0
46,6,3,0,-5,59,0,-1,0
46,7,3,0,-5,60,0,1,0
46,8,3,-2,1,57,-6,-3,0
46,9,3,-2,2,61,-9,-5,-1
46,10,3,-1,3,68,-9,-4,0
46,11,3,-2,4,60,-10,-5,0
46,12,3,1,2,66,-10,1,-1
46,13,3,-1,-1,58,-5,2,0
46,14,3,1,-4,52,0,4,0
46,15,3,-1,-2,54,-3,-3,-1
47,1,3,1,-2,57,-4,0,-1
47,2,3,-1,0,64,-9,-2,0
47,3,3,-1,1,66,-8,-2,-1
47,4,3,-2,2,64,-11,-6,-1
47,5,3,0,1,60,-6,-1,-1
47,6,3,-1,-1,56,-6,-3,0
47,7,3,0,-1,59,-4,-5,-1
47,8,3,1,-2,64,-7,-2,-1
47,9,3,-2,1,59,-8,-6,0
47,10,3,1,-2,63,-4,-1,0
47,11,3,-1,-1,47,-3,-2,0
47,12,3,1,-4,59,0,2,0
47,13,3,-1,-3,64,-4,-6,0
47,14,3,0,-2,60,-4,-1,0
47,15,3,0,-1,60,-6,0,-1
48,1,3,-1,1,67,-9,-4,-1
48,2,3,1,-1,64,-5,-1,-1
48,3,3,1,-1,72,-6,-2,0
48,4,3,-1,1,58,-11,-4,-1
48,5,3,0,-3,58,-5,1,0
48,6,3,-1,2,58,-9,-4,0
48,7,3,-2,1,57,-9,-3,0
48,8,3,-1,-1,61,-5,0,0
48,9,3,0,1,61,-9,-1,-1
48,10,3,-2,4,54,-10,-4,0
48,11,3,-2,3,60,-11,-6,0
48,12,3,1,-1,69,-8,0,0
48,13,3,-3,2,58,-11,-5,1
48,14,3,-2,2,67,-11,-7,0
48,15,3,-1,0,65,-9,-3,-1
49,1,3,1,0,60,-8,1,1
49,2,3,-1,1,57,-12,-3,-1
49,3,3,-1,1,53,-12,-6,-1
49,4,3,-1,1,60,-11,-5,-1
49,5,3,-1,3,53,-12,-2,1
49,6,3,-1,1,57,-12,-5,-1
49,7,3,1,-2,68,-12,-2,-1
49,8,3,-1,-2,59,-8,-1,0
49,9,3,-2,3,56,-15,-6,0
49,10,3,1,-2,60,-6,2,0
49,11,3,0,1,60,-14,-5,0
49,12,3,-1,2,57,-13,-4,-2
49,13,3,-1,1,58,-11,-4,-1
49,14,3,-1,2,58,-12,-4,0
49,15,3,-1,2,57,-13,-4,0
50,1,1,24,53,79,-200,109,2
50,2,1,69,14,48,-40,100,0
50,3,1,15,-14,55,24,11,2
50,4,1,-9,-20,62,19,-16,2
50,5,1,11,-8,53,6,13,0
50,6,1,10,2,66,-6,13,0
50,7,1,-8,4,68,-10,-8,1
50,8,1,-12,5,58,-10,-18,1
50,9,1,1,6,59,-11,1,0
50,10,1,3,3,64,-9,4,0
50,11,1,-2,1,71,-6,-3,0
50,12,1,2,1,59,-6,3,0
50,13,1,1,2,63,-7,-1,0
50,14,1,-3,-1,61,-4,-5,-1
50,15,1,-3,-2,64,-3,-5,-1
51,1,1,95,-4,38,125,111,-4
51,2,1,17,9,43,-18,48,-4
51,3,1,-29,-6,55,6,-45,4
51,4,1,-8,11,68,-17,-8,6
51,5,1,9,13,61,-18,14,6
51,6,1,-10,6,68,-9,-15,0
51,7,1,-8,3,74,-4,-10,0
51,8,1,3,4,65,-8,6,1
51,9,1,8,4,61,-6,11,0
51,10,1,4,-1,59,1,5,0
51,11,1,-3,0,61,0,-5,-1
51,12,1,-2,0,67,0,-7,1
51,13,1,-3,3,59,-5,-4,0
51,14,1,-3,0,67,-2,-7,1
51,15,1,-3,3,64,-7,-6,1
52,1,1,-127,83,69,-71,-148,-53
52,2,1,-134,53,108,-59,-173,-23
52,3,1,-49,54,79,-75,-60,8
52,4,1,-15,53,74,-67,-8,1
52,5,1,-7,31,75,-40,-12,-10
52,6,1,-14,15,60,-15,-20,-6
52,7,1,-4,9,51,-15,-2,11
52,8,1,8,7,58,-11,12,2
52,9,1,6,-1,63,0,9,-6
52,10,1,-1,2,52,-5,-2,-5
52,11,1,-4,1,59,-6,-7,5
52,12,1,-1,1,52,-2,-2,2
52,13,1,3,0,66,-2,1,-4
52,14,1,1,1,60,-3,2,-2
52,15,1,0,1,64,-4,1,4
53,1,1,-72,-24,84,120,-196,-15
53,2,1,-26,-10,37,12,-50,-3
53,3,1,-30,-17,67,16,-40,-4
53,4,1,0,-3,50,-1,-10,0
53,5,1,0,-3,53,-2,-1,-3
53,6,1,-5,-1,60,-6,-11,-1
53,7,1,0,-3,64,-3,-4,-1
53,8,1,6,-4,57,-1,4,0
53,9,1,5,-5,59,-2,5,-1
53,10,1,-2,-4,64,-1,-7,0
53,11,1,-1,-3,58,-3,-5,0
53,12,1,0,0,60,-9,-3,0
53,13,1,1,-1,53,-4,-4,-2
53,14,1,0,0,59,-6,-3,0
53,15,1,1,1,59,-10,-2,0
54,1,1,5,23,157,-186,179,2
54,2,1,-25,8,93,-46,25,-5
54,3,1,-16,-8,56,19,-54,1
54,4,1,1,-1,50,-5,-8,-1
54,5,1,0,2,55,-10,3,0
54,6,1,-5,-2,60,-4,-11,0
54,7,1,-1,-6,58,1,-5,0
54,8,1,5,-4,64,-4,2,-2
54,9,1,6,-5,63,-1,2,0
54,10,1,-1,-3,58,-2,-5,0
54,11,1,-1,-4,57,-2,-6,-2
54,12,1,0,-4,61,-4,-6,0
54,13,1,2,-5,66,-3,0,0
54,14,1,1,-2,53,-4,-4,-1
54,15,1,1,-3,51,-2,-3,0
55,1,1,8,-17,50,16,-1,-2
55,2,1,2,-25,55,22,-1,-1
55,3,1,10,-17,50,18,9,-2
55,4,1,3,-17,60,11,3,-2
55,5,1,7,-10,65,8,7,1
55,6,1,1,-9,56,1,-1,0
55,7,1,3,-12,59,10,3,-1
55,8,1,3,-5,58,-1,2,0
55,9,1,0,-8,63,2,-3,0
55,10,1,1,-2,56,-5,-1,0
55,11,1,-1,-2,56,-4,-5,-2
55,12,1,1,0,61,-7,-2,0
55,13,1,0,0,57,-8,-6,-1
55,14,1,-1,0,49,-9,-3,-1
55,15,1,-1,3,63,-11,-3,-1
56,1,1,2,-3,70,-3,-1,0
56,2,1,0,7,69,-21,14,-15
56,3,1,-20,-7,52,9,-41,0
56,4,1,0,-2,63,-7,3,0
56,5,1,2,0,62,-6,2,-1
56,6,1,-3,0,57,-6,-5,-1
56,7,1,-2,-1,54,-4,-7,0
56,8,1,3,-5,54,0,3,-1
56,9,1,4,-3,63,-5,3,-1
56,10,1,1,-3,63,-3,0,0
56,11,1,-1,-3,59,-3,-7,-1
56,12,1,1,-3,60,-3,0,0
56,13,1,0,0,60,-8,-1,0
56,14,1,-1,0,57,-8,-6,-1
56,15,1,-1,1,58,-9,-3,0
57,1,1,4,-14,59,82,-85,13
57,2,1,32,7,47,-32,59,3
57,3,1,-2,2,72,-1,-16,1
57,4,1,-1,2,59,-15,-1,0
57,5,1,-1,3,58,-12,-2,1
57,6,1,1,3,67,-10,-4,1
57,7,1,-4,6,63,-15,-7,-1
57,8,1,-5,4,61,-14,-10,0
57,9,1,1,4,66,-14,-3,-1
57,10,1,2,2,65,-10,-1,-1
57,11,1,0,3,63,-13,0,-2
57,12,1,-2,5,57,-13,-6,-1
57,13,1,-1,1,65,-10,-4,0
57,14,1,-1,2,65,-11,-4,0
57,15,1,-1,0,59,-8,-7,0
58,1,1,71,51,5,686,494,-137
58,2,1,21,37,115,-85,55,-4
58,3,1,63,-9,6,-34,159,-10
58,4,1,13,-17,73,23,14,-2
58,5,1,0,-11,52,12,-13,0
58,6,1,8,-10,64,10,9,1
58,7,1,6,-4,57,-2,5,0
58,8,1,-3,-2,72,-7,-5,1
58,9,1,-8,1,53,-9,-15,-1
58,10,1,-1,6,74,-16,-4,-1
58,11,1,3,4,65,-11,1,0
58,12,1,1,3,62,-11,-1,-1
58,13,1,-1,0,60,-8,-7,0
58,14,1,-1,0,59,-8,-7,0
58,15,1,1,-2,65,-5,0,0
59,1,4,-6,15,-414,-53,16,-5
59,2,4,-38,14,-1357,-192,71,-9
59,3,4,4,-3,-90,-28,-20,12
59,4,4,11,-2,73,-4,22,-2
59,5,4,4,-4,42,-4,2,0
59,6,4,7,-17,61,13,6,0
59,7,4,7,-6,54,0,7,-1
59,8,4,1,-9,57,3,-1,-1
59,9,4,-2,-12,58,6,-6,-2
59,10,4,-1,-11,53,5,-5,-1
59,11,4,2,-11,58,4,-1,-1
59,12,4,3,-8,58,0,0,-2
59,13,4,1,-7,57,0,-2,-1
59,14,4,1,-4,57,-4,-2,-2
59,15,4,3,-3,58,-5,1,-2
60,1,4,-31,0,-398,-259,4,25
60,2,4,-80,-63,-987,-286,57,20
60,3,4,-88,-121,-1299,-229,137,1
60,4,4,20,40,-45,-54,24,-4
60,5,4,0,27,30,-51,-10,-5
60,6,4,-9,9,49,-27,-6,-2
60,7,4,-3,5,49,-25,-3,-2
60,8,4,2,3,46,-21,3,-2
60,9,4,1,-1,39,-19,3,-2
60,10,4,0,-2,38,-17,-1,0
60,11,4,1,-3,38,-18,2,-1
60,12,4,1,-3,38,-19,4,-1
60,13,4,0,-2,38,-19,0,0
60,14,4,-1,1,43,-18,-1,0
60,15,4,-1,2,46,-19,-2,-1
61,1,4,-20,55,-918,-90,-77,-6
61,2,4,-26,76,-1352,-127,-96,-9
61,3,4,4,9,54,-25,2,-4
61,4,4,-5,-7,62,0,-13,0
61,5,4,-5,12,53,-22,-9,-2
61,6,4,-7,6,57,-16,-13,-1
61,7,4,-3,3,58,-15,-7,-1
61,8,4,2,5,56,-18,0,-1
61,9,4,2,6,58,-17,-2,-1
61,10,4,0,6,57,-18,-3,-1
61,11,4,-2,3,57,-14,-6,-1
61,12,4,-1,2,57,-13,-6,-1
61,13,4,-1,1,54,-12,-5,-1
61,14,4,-1,1,56,-11,-6,-1
61,15,4,-2,0,57,-11,-6,-1
62,1,4,-35,17,-1029,-232,27,1
62,2,4,-45,31,-1395,-151,12,-11
62,3,4,10,-20,22,12,9,-1
62,4,4,-1,-24,62,20,-9,0
62,5,4,1,2,51,-13,-4,-2
62,6,4,-1,-4,59,-5,-7,0
62,7,4,1,1,56,-12,-4,-2
62,8,4,4,4,58,-15,3,-1
62,9,4,3,4,62,-16,0,-1
62,10,4,0,8,57,-19,-6,-1
62,11,4,-4,8,60,-20,-9,-1
62,12,4,-4,7,59,-18,-8,-1
62,13,4,-3,6,59,-17,-6,-1
62,14,4,-2,5,58,-17,-6,-1
62,15,4,-2,4,59,-16,-6,-1
63,1,4,3,-10,-7,-44,1,5
63,2,4,-1,-86,-628,-338,-98,16
63,3,4,-35,-79,-685,-418,-206,46
63,4,4,-60,-113,-800,-453,-302,76
63,5,4,-78,-159,-1032,-535,-395,104
63,6,4,-92,-195,-1274,-672,-468,123
63,7,4,-66,-110,-614,-340,-284,83
63,8,4,27,-38,-640,-498,-38,3
63,9,4,4,-44,-654,-476,-88,9
63,10,4,11,-50,-606,-445,-70,3
63,11,4,13,-63,-598,-425,-63,2
63,12,4,11,-58,-601,-429,-64,3
63,13,4,10,-53,-595,-425,-63,3
63,14,4,10,-56,-599,-427,-65,3
63,15,4,10,-57,-599,-426,-67,4
64,1,4,-21,1,-185,-202,3,11
64,2,4,-43,-86,-750,-315,127,10
64,3,4,-104,-105,-1173,-221,230,16
64,4,4,-134,-118,-1194,-183,195,15
64,5,4,-53,-5,-236,-273,26,9
64,6,4,-29,-9,-256,-267,12,-2
64,7,4,-17,1,-217,-245,27,3
64,8,4,-8,6,-210,-242,31,3
64,9,4,-9,6,-217,-253,34,4
64,10,4,-10,6,-225,-258,35,5
64,11,4,-7,6,-226,-259,38,4
64,12,4,-4,9,-217,-252,40,3
64,13,4,-4,8,-213,-249,39,4
64,14,4,-8,7,-216,-249,37,3
64,15,4,-8,7,-218,-252,35,3
65,1,2,-12,41,-133,-150,-53,-3
65,2,2,-10,40,-136,-145,-51,-3
65,3,2,-11,39,-142,-148,-54,-3
65,4,2,-12,43,-155,-158,-57,-3
65,5,2,-12,49,-169,-171,-58,-4
65,6,2,-14,51,-182,-175,-64,-4
65,7,2,-12,54,-195,-184,-60,-5
65,8,2,-15,54,-216,-188,-66,-4
65,9,2,-14,59,-235,-204,-66,-6
65,10,2,-14,62,-256,-213,-67,-5
65,11,2,-13,67,-278,-226,-67,-6
65,12,2,-15,68,-303,-233,-71,-6
65,13,2,-16,74,-328,-247,-75,-7
65,14,2,-15,77,-359,-259,-76,-7
65,15,2,-16,83,-394,-274,-79,-8
66,1,4,-17,99,-511,-319,-87,-10
66,2,4,-20,107,-554,-340,-91,-12
66,3,4,-19,113,-601,-357,-94,-12
66,4,4,-21,121,-657,-374,-99,-12
66,5,4,-19,127,-728,-391,-100,-14
66,6,4,-21,134,-800,-407,-105,-14
66,7,4,-21,137,-878,-419,-109,-15
66,8,4,-25,142,-966,-427,-118,-15
66,9,4,-24,145,-1083,-431,-115,-15
66,10,4,-25,151,-1180,-441,-124,-14
66,11,4,-24,134,-1287,-390,-121,-15
66,12,4,-25,127,-1409,-359,-124,-14
66,13,4,-25,123,-1491,-346,-127,-14
66,14,4,-31,141,-589,-360,-74,-16
66,15,4,-24,81,-481,-284,-148,-8
67,1,2,4,8,41,-28,10,0
67,2,2,4,7,33,-24,13,0
67,3,2,5,10,37,-31,14,0
67,4,2,4,8,27,-26,13,0
67,5,2,6,9,37,-30,15,0
67,6,2,6,11,29,-32,15,0
67,7,2,7,8,26,-28,18,0
67,8,2,6,10,23,-31,17,0
67,9,2,6,9,15,-28,17,1
67,10,2,8,11,24,-31,17,1
67,11,2,6,11,16,-32,17,1
67,12,2,7,12,12,-32,24,0
67,13,2,9,8,6,-28,22,1
67,14,2,8,11,7,-34,22,1
67,15,2,9,12,2,-32,23,0
68,1,2,6,9,15,-28,17,1
68,2,2,8,11,24,-31,17,1
68,3,2,6,11,16,-32,17,1
68,4,2,7,12,12,-32,24,0
68,5,2,9,8,6,-28,22,1
68,6,2,8,11,7,-34,22,1
68,7,2,9,13,0,-33,22,2
68,8,2,8,12,-8,-35,20,1
68,9,2,11,14,-21,-36,27,1
68,10,2,12,13,-13,-35,29,0
68,11,2,11,13,-16,-37,30,2
68,12,2,11,14,-24,-35,27,1
68,13,2,14,13,-26,-36,32,2
68,14,2,12,14,-31,-36,29,3
68,15,2,14,15,-35,-38,35,1
69,1,2,14,13,-26,-36,32,2
69,2,2,12,14,-31,-36,29,3
69,3,2,14,15,-35,-38,35,1
69,4,2,12,16,-52,-37,31,2
69,5,2,14,19,-52,-45,36,1
69,6,2,12,17,-63,-42,30,2
69,7,2,15,16,-64,-41,37,2
69,8,2,16,18,-83,-45,39,1
69,9,2,17,15,-91,-37,36,2
69,10,2,14,15,-99,-41,32,2
69,11,2,16,19,-113,-42,38,1
69,12,2,16,20,-132,-42,36,3
69,13,2,17,17,-139,-40,39,2
69,14,2,16,19,-160,-43,39,3
69,15,2,20,19,-174,-43,45,2
70,1,4,30,22,-325,-46,66,4
70,2,4,31,23,-368,-48,68,4
70,3,4,36,23,-415,-47,78,4
70,4,4,37,28,-476,-53,83,5
70,5,4,42,28,-540,-54,92,5
70,6,4,45,32,-606,-62,97,6
70,7,4,50,34,-702,-65,110,6
70,8,4,55,37,-812,-69,116,6
70,9,4,58,45,-924,-83,126,6
70,10,4,64,48,-1082,-89,141,6
70,11,4,70,54,-1251,-101,151,6
70,12,4,74,61,-1436,-109,156,6
70,13,4,74,61,-1437,-111,157,8
70,14,4,29,-24,-346,20,6,-2
70,15,4,19,-6,-380,32,25,1
71,1,2,0,1,70,-10,-2,-1
71,2,2,-1,1,60,-4,-1,0
71,3,2,1,1,53,-6,3,1
71,4,2,2,1,51,-2,8,1
71,5,2,2,2,57,-4,9,2
71,6,2,2,2,45,0,13,1
71,7,2,2,2,29,3,19,3
71,8,2,5,3,22,7,30,4
71,9,2,3,7,3,6,36,5
71,10,2,7,8,-4,14,50,8
71,11,2,7,9,-22,20,56,9
71,12,2,9,12,-34,24,72,10
71,13,2,13,13,-49,33,87,12
71,14,2,16,12,-69,49,107,13
71,15,2,16,11,-94,64,122,17
72,1,4,18,14,-113,74,140,12
72,2,4,20,11,-139,89,154,13
72,3,4,21,10,-157,99,165,16
72,4,4,19,15,-177,103,170,21
72,5,4,20,17,-192,105,178,22
72,6,4,13,21,-227,109,171,21
72,7,4,12,23,-234,108,170,20
72,8,4,5,27,-242,102,155,18
72,9,4,1,37,-243,76,144,18
72,10,4,-8,44,-280,70,131,16
72,11,4,-12,50,-304,65,132,16
72,12,4,-12,55,-325,64,137,17
72,13,4,-18,65,-359,57,138,16
72,14,4,-22,69,-399,66,138,16
72,15,4,-25,78,-429,60,144,17
73,1,4,-26,87,-454,51,150,18
73,2,4,-29,87,-475,61,150,19
73,3,4,-29,82,-476,76,150,18
73,4,4,-32,77,-498,107,150,16
73,5,4,-31,68,-515,153,163,13
73,6,4,-37,66,-589,198,166,13
73,7,4,-40,64,-637,238,178,12
73,8,4,-43,60,-669,273,186,9
73,9,4,-49,60,-727,299,188,7
73,10,4,-77,80,-807,305,153,0
73,11,4,-109,110,-968,318,141,-8
73,12,4,-141,139,-1107,336,118,-15
73,13,4,-184,177,-1241,311,77,-22
73,14,4,-226,212,-1371,312,19,-38
73,15,4,-260,236,-1501,327,2,-50
74,1,4,-254,219,-1428,308,-20,-51
74,2,4,-246,205,-1334,293,-48,-57
74,3,4,-247,203,-1302,291,-60,-61
74,4,4,-249,200,-1293,298,-70,-64
74,5,4,-251,195,-1286,279,-80,-62
74,6,4,-250,194,-1278,291,-85,-65
74,7,4,-249,192,-1266,290,-89,-67
74,8,4,-250,190,-1259,296,-95,-68
74,9,4,-248,190,-1252,295,-92,-68
74,10,4,-248,188,-1249,290,-93,-68
74,11,4,-248,185,-1248,277,-100,-64
74,12,4,-243,187,-1241,306,-112,-78
74,13,4,-249,181,-1238,276,-89,-59
74,14,4,-247,186,-1232,285,-83,-63
74,15,4,-241,183,-1227,307,-95,-71
75,1,4,8,-12,-396,-261,-115,1
75,2,4,6,-10,-323,-220,-97,0
75,3,4,10,-11,-477,-306,-134,-1
75,4,4,17,-49,-768,-396,-215,3
75,5,4,13,-22,-605,-370,-171,-3
75,6,4,24,-127,-866,-259,-238,25
75,7,4,32,-183,-1053,-219,-290,43
75,8,4,37,-264,-1242,-126,-343,64
75,9,4,47,-343,-1407,-36,-385,86
75,10,4,45,-353,-1267,-6,-404,97
75,11,4,37,-10,-335,-335,-46,-18
75,12,4,8,7,-341,-296,-154,6
75,13,4,1,9,-338,-312,-128,-11
75,14,4,5,9,-341,-312,-109,-14
75,15,4,5,8,-343,-312,-117,-9
76,1,2,-6,8,38,-45,-21,-1
76,2,2,-5,7,41,-42,-20,1
76,3,2,-5,7,40,-44,-22,-1
76,4,2,-8,10,31,-50,-25,0
76,5,2,-5,11,41,-55,-25,0
76,6,2,-7,10,34,-56,-29,1
76,7,2,-7,10,34,-58,-30,2
76,8,2,-8,11,33,-64,-30,0
76,9,2,-9,13,27,-65,-33,0
76,10,2,-10,12,23,-66,-36,1
76,11,2,-10,15,24,-71,-35,1
76,12,2,-10,11,23,-70,-37,2
76,13,2,-11,14,18,-79,-42,2
76,14,2,-11,14,17,-83,-44,2
76,15,2,-13,16,7,-87,-49,2
77,1,4,-59,44,-205,-305,-226,37
77,2,4,-71,55,-273,-368,-271,42
77,3,4,-75,58,-305,-403,-294,48
77,4,4,-89,66,-408,-471,-342,51
77,5,4,-95,64,-461,-503,-372,47
77,6,4,-100,67,-524,-545,-400,51
77,7,4,-104,55,-567,-547,-429,56
77,8,4,-106,34,-626,-524,-440,62
77,9,4,-112,33,-702,-567,-477,66
77,10,4,-115,18,-774,-563,-502,73
77,11,4,-115,-4,-848,-558,-527,81
77,12,4,-116,-27,-929,-540,-543,86
77,13,4,-115,-57,-1012,-516,-567,93
77,14,4,-118,-78,-1113,-527,-600,101
77,15,4,-119,-87,-1262,-599,-646,108
78,1,2,-1,3,43,-21,-8,0
78,2,2,0,4,46,-26,-6,-1
78,3,2,3,2,38,-23,-4,-1
78,4,2,2,3,39,-26,-4,0
78,5,2,3,3,32,-22,-2,-1
78,6,2,3,0,35,-21,-3,-1
78,7,2,4,0,40,-23,-5,0
78,8,2,4,3,29,-34,-9,-1
78,9,2,4,4,27,-37,-11,-2
78,10,2,1,6,25,-39,-16,0
78,11,2,2,4,29,-43,-18,1
78,12,2,1,4,22,-37,-19,1
78,13,2,-3,4,26,-39,-26,1
78,14,2,-2,3,19,-34,-25,2
78,15,2,-2,1,19,-32,-26,3
79,1,4,-2,1,13,-29,-25,3
79,2,4,-2,1,17,-33,-28,2
79,3,4,0,-1,12,-25,-19,2
79,4,4,3,2,4,-45,-23,-1
79,5,4,-1,1,13,-44,-30,2
79,6,4,3,5,-2,-54,-25,-1
79,7,4,6,1,-22,-64,-23,-3
79,8,4,9,7,-37,-88,-26,-7
79,9,4,13,9,-60,-113,-26,-14
79,10,4,18,12,-95,-142,-27,-18
79,11,4,22,14,-117,-172,-29,-24
79,12,4,26,19,-152,-203,-31,-30
79,13,4,35,17,-197,-238,-28,-35
79,14,4,41,20,-248,-285,-31,-43
79,15,4,53,19,-313,-337,-31,-53
80,1,4,61,24,-386,-397,-30,-61
80,2,4,65,32,-438,-467,-48,-69
80,3,4,61,37,-411,-460,-47,-66
80,4,4,58,39,-378,-438,-42,-64
80,5,4,53,38,-364,-423,-42,-62
80,6,4,53,38,-353,-416,-41,-61
80,7,4,51,37,-348,-411,-43,-61
80,8,4,50,37,-342,-407,-42,-60
80,9,4,50,37,-336,-403,-42,-59
80,10,4,49,36,-332,-401,-41,-58
80,11,4,49,37,-331,-397,-42,-58
80,12,4,49,37,-328,-395,-42,-58
80,13,4,48,36,-325,-393,-41,-57
80,14,4,48,36,-324,-391,-41,-57
80,15,4,48,36,-322,-389,-42,-56
81,1,2,-1,3,46,-3,-2,1
81,2,2,-4,3,37,0,-2,1
81,3,2,-2,4,37,0,2,2
81,4,2,-3,2,26,7,-3,1
81,5,2,-4,2,23,6,-5,0
81,6,2,-5,3,26,5,-6,0
81,7,2,-4,2,24,5,-6,1
81,8,2,-6,5,22,6,-6,-1
81,9,2,-5,5,17,9,-2,0
81,10,2,-6,8,8,2,-2,1
81,11,2,-5,7,11,6,0,0
81,12,2,-6,7,1,1,-2,1
81,13,2,-7,9,9,3,-2,1
81,14,2,0,4,6,24,14,0
81,15,2,-3,6,-12,18,15,1
82,1,4,-2,10,-31,21,29,5
82,2,4,-1,17,-54,23,46,8
82,3,4,2,24,-78,24,60,8
82,4,4,-1,31,-112,24,70,14
82,5,4,-3,43,-146,15,79,20
82,6,4,-1,49,-172,20,92,23
82,7,4,-5,56,-214,31,100,23
82,8,4,-12,60,-254,52,104,18
82,9,4,-15,68,-291,63,110,23
82,10,4,-15,76,-345,75,126,25
82,11,4,-13,81,-404,105,161,25
82,12,4,-13,88,-472,137,194,29
82,13,4,-11,91,-532,173,225,34
82,14,4,-7,89,-553,196,245,38
82,15,4,-3,81,-508,186,234,35
83,1,4,-4,7,10,5,0,1
83,2,4,-1,8,10,4,4,2
83,3,4,-6,9,-11,26,3,0
83,4,4,-7,12,-39,34,4,-1
83,5,4,-6,14,-65,49,10,0
83,6,4,-8,21,-100,52,15,0
83,7,4,-6,26,-119,61,25,3
83,8,4,-7,35,-169,77,43,6
83,9,4,-3,48,-239,102,70,9
83,10,4,4,57,-301,139,102,16
83,11,4,0,52,-296,139,95,12
83,12,4,1,48,-276,133,94,13
83,13,4,2,47,-264,129,94,14
83,14,4,3,45,-257,125,92,15
83,15,4,4,44,-252,123,94,15
84,1,2,-3,0,46,0,-5,1
84,2,2,-2,0,58,3,-5,0
84,3,2,0,-5,53,10,0,0
84,4,2,-2,-1,49,7,-6,0
84,5,2,-1,-5,47,14,0,-1
84,6,2,0,-6,50,22,1,0
84,7,2,-1,-6,43,23,3,-1
84,8,2,-4,-4,33,21,-1,-1
84,9,2,-2,-8,39,34,3,-2
84,10,2,-2,-6,26,35,5,-2
84,11,2,-4,-6,22,36,2,-2
84,12,2,-4,-7,10,42,3,-3
84,13,2,-6,-9,6,50,-4,-5
84,14,2,-10,-8,8,54,-12,-7
84,15,2,-8,-9,4,58,-11,-7
85,1,4,-29,-10,-208,180,12,-11
85,2,4,-29,-4,-246,192,24,-10
85,3,4,-26,-3,-300,220,55,-6
85,4,4,-25,2,-386,255,92,-2
85,5,4,-25,7,-486,297,130,0
85,6,4,-35,16,-644,363,167,-1
85,7,4,-69,49,-783,357,135,-11
85,8,4,-98,73,-961,400,124,-21
85,9,4,-110,83,-1018,410,118,-21
85,10,4,-107,76,-986,408,112,-25
85,11,4,-105,71,-957,404,112,-26
85,12,4,-102,67,-939,407,100,-28
85,13,4,-104,66,-927,400,107,-22
85,14,4,-104,64,-918,396,101,-23
85,15,4,-105,63,-912,394,100,-25
86,1,2,4,6,50,-25,1,0
86,2,2,4,8,44,-26,2,-1
86,3,2,5,8,41,-29,3,-2
86,4,2,6,8,39,-26,2,-2
86,5,2,7,8,39,-29,4,-2
86,6,2,7,8,32,-32,4,-2
86,7,2,8,7,37,-30,1,-2
86,8,2,6,9,32,-33,1,-2
86,9,2,8,11,26,-38,-1,-4
86,10,2,12,9,31,-37,4,-5
86,11,2,13,7,25,-36,7,-5
86,12,2,13,13,9,-41,8,-5
86,13,2,14,14,12,-41,5,-6
86,14,2,17,15,4,-46,14,-7
86,15,2,19,14,2,-42,10,-7
87,1,4,21,15,-14,-46,16,-7
87,2,4,23,18,-27,-49,14,-10
87,3,4,28,16,-26,-47,25,-9
87,4,4,31,20,-42,-55,25,-8
87,5,4,35,21,-55,-55,33,-10
87,6,4,39,26,-68,-60,35,-10
87,7,4,45,27,-83,-63,45,-9
87,8,4,52,31,-110,-66,51,-9
87,9,4,60,31,-135,-65,64,-8
87,10,4,70,36,-163,-69,77,-8
87,11,4,81,39,-199,-71,93,-4
87,12,4,94,47,-243,-78,112,-2
87,13,4,109,52,-294,-80,134,1
87,14,4,125,60,-346,-88,154,4
87,15,4,148,69,-411,-95,191,8
88,1,2,-6,3,52,-15,-17,3
88,2,2,-7,2,52,-17,-20,3
88,3,2,-9,5,46,-21,-22,4
88,4,2,-8,1,53,-15,-20,5
88,5,2,-8,2,43,-16,-20,5
88,6,2,-8,2,46,-17,-22,5
88,7,2,-8,0,46,-16,-21,5
88,8,2,-9,2,39,-20,-22,5
88,9,2,-11,3,42,-22,-27,6
88,10,2,-10,4,40,-22,-23,5
88,11,2,-10,2,39,-21,-24,5
88,12,2,-11,2,38,-24,-22,6
88,13,2,-12,3,23,-24,-24,5
88,14,2,-13,4,26,-29,-27,5
88,15,2,-13,2,15,-25,-25,6
